Input,Output
你给我闭嘴,这就不是我毕大千女儿说的话
这就不是我毕大千女儿说的话,你老爸
你老爸,在重点中学
在重点中学,当了了40年老师 比谁都清楚
当了了40年老师 比谁都清楚,那好学校多重要
那好学校多重要,可 可茜茜她自己真的很想去上学
可 可茜茜她自己真的很想去上学,小孩子什么都不懂
小孩子什么都不懂,你也跟着她犯糊涂是吧
你也跟着她犯糊涂是吧,我这么多年没教你了
我这么多年没教你了,你说你小的时候我要什么事都顺着你
你说你小的时候我要什么事都顺着你,依着你 能把你教育成这么出色吗
依着你 能把你教育成这么出色吗,我真的很想茜茜能够开开心心的
我真的很想茜茜能够开开心心的,丫头我问你
丫头我问你,我问你
我问你,你小的时候我逼你骂你
你小的时候我逼你骂你,逼着你学习的时候 你开心吗
逼着你学习的时候 你开心吗,你说实话
你说实话,不开心
不开心,可结果怎么样呢
可结果怎么样呢,你现在事业有成
你现在事业有成,家庭也不错
家庭也不错,这一切都归功于我从小抓的严
这一切都归功于我从小抓的严,让你考上了好大学
让你考上了好大学,你再看看你弟弟 都被你妈惯成什么样子了
你再看看你弟弟 都被你妈惯成什么样子了,说难听一点
说难听一点,那不就是个混子吗
那不就是个混子吗,一个人的成长环境
一个人的成长环境,家庭的教育那都太重要了
家庭的教育那都太重要了,他们家不懂 我们家懂
他们家不懂 我们家懂,你要是觉得一个人孤军奋战太累
你要是觉得一个人孤军奋战太累,我明天就跟你妈过去
我明天就跟你妈过去,爸 不用了不用了
爸 不用了不用了,你别过来了
你别过来了,我我我 自己可以坚持到底的
我我我 自己可以坚持到底的,我也不想茜茜上普通的小学
我也不想茜茜上普通的小学,这么说就对了
这么说就对了,丫头一有任何情况 你就赶紧给我打电话
丫头一有任何情况 你就赶紧给我打电话,爸决不能让我闺女和外孙女受欺负
爸决不能让我闺女和外孙女受欺负,爸你等一下茜茜叫我 我去一下
爸你等一下茜茜叫我 我去一下,你什么都不用跟我说
你什么都不用跟我说,我都听
我都听,我都听明白了
我都听明白了,你无非想来告诉我 茜茜是你的女儿
你无非想来告诉我 茜茜是你的女儿,你是茜茜的亲妈
你是茜茜的亲妈,茜茜的事情由你一个人说了算
茜茜的事情由你一个人说了算,别人管不着
别人管不着,妈
妈,你不是一直想让茜茜当公主吗
你不是一直想让茜茜当公主吗,你不是培养她的贵族气质吗
你不是培养她的贵族气质吗,那你愿意她每天走过第九小学 那个乱糟糟的菜市场
那你愿意她每天走过第九小学 那个乱糟糟的菜市场,每天看着杀鸡 宰鸭 宰鱼
每天看着杀鸡 宰鸭 宰鱼,地上除了血水 就是污垢
地上除了血水 就是污垢,你愿意她在坏男孩的口哨中走来走去吗
她考虑两天她就变了,我不会再考虑了
我不会再考虑了,妈
妈,我一定要让她上第一小学
我一定要让她上第一小学,行
行,我也考虑好了
我也考虑好了,来 请你过来 跟我来 从今天起
来 请你过来 跟我来 从今天起,我打算把这个家都交给你
我打算把这个家都交给你,这是我的房产证
这是我的房产证,这个盒子里 这里 有我跟他爸爸两个人的工资卡
这个盒子里 这里 有我跟他爸爸两个人的工资卡,这是我们的存款
这是我们的存款,妈 我不是这个意思
妈 我不是这个意思,把家交给你
把家交给你,我把家交给你 可以吗
我把家交给你 可以吗,从今天起
从今天起,你让我往东我绝不往西
你让我往东我绝不往西,妈 我不是这个意思
妈 我不是这个意思,你别叫我妈
你别叫我妈,你这个主意这么正的人
你这个主意这么正的人,没有人敢跟你当妈
没有人敢跟你当妈,茜茜 走
茜茜 走,跟我走
妈 你这,妈
还请您多多关照,公司的周年庆从来都是市场部负责
公司的周年庆从来都是市场部负责,其他部门协助
其他部门协助,什么时候调个了
我走了,你过来 我跟你说两句
你过来 我跟你说两句,小黄 一个人懂得利用自己的优势 去扬长避短是一件好事情
小黄 一个人懂得利用自己的优势 去扬长避短是一件好事情,可是如果使过了劲 就会有
可是如果使过了劲 就会有,反效果
反效果,你现在利用自己的年轻貌美去抢别人的位置
你现在利用自己的年轻貌美去抢别人的位置,几年以后还会有更年轻貌美的女孩做同样的事情
几年以后还会有更年轻貌美的女孩做同样的事情,我之所以30多岁有家有孩子 可以做到今天这个位置
我之所以30多岁有家有孩子 可以做到今天这个位置,是因为我懂得有些优点可以利用
是因为我懂得有些优点可以利用,而有一些优点 是不可以利用的
谢谢您的教诲,不谢 我向来提携后辈
爸,你对茜茜上重点这个事情是什么态度啊
您吃完了没有啊,不要和我打岔
不要和我打岔,只要涉及教育
只要涉及教育,我跟你讲 我们家还是有经验的
我跟你讲 我们家还是有经验的,不能听你们家的
不能听你们家的,小孩子的基础教育很重要
拜拜,说吧 找我什么事
说吧 找我什么事,妈 我
妈 我,我跟您实话实说吧
我跟您实话实说吧,我一直想让茜茜上重点小学
我一直想让茜茜上重点小学,不想对不起她
不想对不起她,其实说白了
其实说白了,我是不想对不起我自己
我是不想对不起我自己,因为我这个人做事就是这样
因为我这个人做事就是这样,要不然我不做 要做我就要做到最好
要不然我不做 要做我就要做到最好,哪怕我自己能力有限
哪怕我自己能力有限,我一定拼尽全力
我一定拼尽全力,不给自己留遗憾
不给自己留遗憾,你这么要强
你这么要强,对孩子不公平
对孩子不公平,可是妈 我不这么认为
可是妈 我不这么认为,我给您举一个您身边最近的例子吧
我给您举一个您身边最近的例子吧,这我从来不愿跟外人说
这我从来不愿跟外人说,就是我跟我弟弟 我是家里第一个孩子
就是我跟我弟弟 我是家里第一个孩子,我出生以后
我出生以后,我爸爸把全部的心血都放在我身上
我爸爸把全部的心血都放在我身上,对我军事化的管理
对我军事化的管理,我妈有时候看我爸打我
我妈有时候看我爸打我,不忍心 扑过来抱着我
不忍心 扑过来抱着我,我爸可以连我们母女俩一块打
我爸可以连我们母女俩一块打,你爸爸这么做的话
你爸爸这么做的话,太狠了
太狠了,可到如今 我非常感激他
可到如今 我非常感激他,感激他对我严格的管教
感激他对我严格的管教,让我可以从一个小县城走出来
让我可以从一个小县城走出来,来到大城市
来到大城市,接受知识
接受知识,改变命运
改变命运,可我弟弟呢 他一出生我妈不想他跟我一样那么苦
可我弟弟呢 他一出生我妈不想他跟我一样那么苦,只要我爸一骂他
只要我爸一骂他,立刻又哭又闹
立刻又哭又闹,我爸如果敢对我弟弟动手
我爸如果敢对我弟弟动手,我妈立刻带着我弟弟回娘家
我妈立刻带着我弟弟回娘家,久而久之 我爸也放弃了
久而久之 我爸也放弃了,不管了 放松了
不管了 放松了,现在大学也没有上
现在大学也没有上,整天游手好闲 东飘西荡的
整天游手好闲 东飘西荡的,你这么说的话 我明白了
你这么说的话 我明白了,为什么你弟弟今天是这个样子的
为什么你弟弟今天是这个样子的,但是我也想告诉你
但是我也想告诉你,我也养育了两个孩子
我也养育了两个孩子,他们从小到大我不管不顾
他们从小到大我不管不顾,但是他们照样优秀
但是他们照样优秀,可是妈
可是妈,您自己想想 他们成长过程中
您自己想想 他们成长过程中,您就没做过让自己
您就没做过让自己,后悔或者觉得对不住他们的事情吗
后悔或者觉得对不住他们的事情吗,但是男男 人这一辈子啊 如果事事都按安排我们自己的计划进行的话
但是男男 人这一辈子啊 如果事事都按安排我们自己的计划进行的话,当然好了
当然好了,但是我想告诉你的是
但是我想告诉你的是,人生十有八九 那是不如意的
人生十有八九 那是不如意的,我们不可能说 我们连一件后悔的事情我们都没有做过
我们不可能说 我们连一件后悔的事情我们都没有做过,可是妈 我想做到对茜茜问心无愧
可是妈 我想做到对茜茜问心无愧,虽然我知道这个很难
虽然我知道这个很难,你想想看 作为一个母亲
你想想看 作为一个母亲,当然希望把最好的东西 所有的爱都给孩子
当然希望把最好的东西 所有的爱都给孩子,我是一个在生活上 工作上对自己要求那么高的人
我是一个在生活上 工作上对自己要求那么高的人,可是做母亲 这么重要的事情
可是做母亲 这么重要的事情,我怎么能就马马虎虎呢
我怎么能就马马虎虎呢,现在茜茜还小
现在茜茜还小,我怕她长大了以后 真的会问我
我怕她长大了以后 真的会问我,妈妈
妈妈,当时你为什么不让我上一个好的学校
当时你为什么不让我上一个好的学校,给我一个好的环境
给我一个好的环境,是你想多了
是你想多了,当然 茜茜刚出生的时候
当然 茜茜刚出生的时候,我确实说过这样的话
我确实说过这样的话,我说 只要茜茜能够幸福快乐
我说 只要茜茜能够幸福快乐,我无所求
我无所求,她可以比别人笨
她可以比别人笨,可以比别人没出息
可以比别人没出息,可是我不想因为我的不努力 让她变得不好
可是我不想因为我的不努力 让她变得不好,我给您举个例子
我给您举个例子,我们单位来了一个90后
我们单位来了一个90后,当然我不能说一个代表全部 可那真是为了达到目的可以不择手段
当然我不能说一个代表全部 可那真是为了达到目的可以不择手段,我真的不知道茜茜长大了以后
我真的不知道茜茜长大了以后,她将面对什么样的社会竞争压力和淘汰的机制
她将面对什么样的社会竞争压力和淘汰的机制,我们必须现在就把她武装起来
我们必须现在就把她武装起来,我真的是跟您掏心掏肺
我真的是跟您掏心掏肺,希望得到您的肯定和支持
希望得到您的肯定和支持,我们再点一套下午茶吧
我们再点一套下午茶吧,好啊
好啊,你不是爱吃西点吗
你不是爱吃西点吗,这里西点做得特别好
这里西点做得特别好,那好
那好,有关于让茜茜明年上学的事情
有关于让茜茜明年上学的事情,现在我跟你爸爸原则上是同意的
现在我跟你爸爸原则上是同意的,但是不管怎么样
但是不管怎么样,我们还想跟你约法三章
我们还想跟你约法三章,你说
你说,关于罗茜茜学前教育约法三章 第一条
关于罗茜茜学前教育约法三章 第一条,一定要保证罗茜茜这一学期的自学时间
一定要保证罗茜茜这一学期的自学时间,保证她的课外知识不被同龄人落下
保证她的课外知识不被同龄人落下,妈
妈,我跟你想的一样
我跟你想的一样,我打算给茜茜报一个学前班
我打算给茜茜报一个学前班,下课了以后 我再继续给她辅导
下课了以后 我再继续给她辅导,第二条
第二条,一定要保证在这一年的时间内
一定要保证在这一年的时间内,你有足够的时间陪伴罗茜茜
你有足够的时间陪伴罗茜茜,括弧
括弧,每周不得少于两个全天
每周不得少于两个全天,四个半天 括弧完
四个半天 括弧完,这半天是指
这半天是指,你一点都不会算账啊
你一点都不会算账啊,也就是说一个星期之内只能有一个晚上是你自己应酬的时间
也就是说一个星期之内只能有一个晚上是你自己应酬的时间,没问题
没问题,妈妈
妈妈,这我肯定能做到
这我肯定能做到,那行
那行,第三条最重要
第三条最重要,一年之后不管发生任何意外情况
一年之后不管发生任何意外情况,一定要让罗茜茜上学
一年之后再不上学我就跟她急,同意的话 请签字
同意的话 请签字,合约签署成功
合约签署成功,鼓掌庆祝一下
鼓掌庆祝一下,怎么了
怎么了,这是
这是,平时吧 都是我生闷气
平时吧 都是我生闷气,今天突然调个儿了
活得一点也不像个男人,怎么了
怎么了,怎么这么想呢
你知道吗,这我真的不知道
刚好丁诚在旁边 听得一清二楚,我爸本来就是个大嗓门
我爸本来就是个大嗓门,你又不是不知道 他说什么了
你干嘛非得拼着要大获全胜啊,我是拼我自己吗
我是拼我自己吗,我是真的为了茜茜
罗丹都跟我说了,她说什么
你就是为了自己要强,她中间一定传话有误
你怎么就非得赢不能输是不是,罗素 你好好想一想
罗素 你好好想一想,这次妈和姐都站在我这边 说明了什么
这次妈和姐都站在我这边 说明了什么,说明我为茜茜想的真的是对的
说明我为茜茜想的真的是对的,好了好了
好了好了,别再生气了
别再生气了,要不今天晚上我给你赔罪
拉倒吧,这你说的啊 别给脸不要脸啊
这你说的啊 别给脸不要脸啊,到时候后悔别找我
我说怎么样就怎么样,行吧行吧
行吧行吧,反正我心里一块大石头是真的落地了
反正我心里一块大石头是真的落地了,随你啊
随你啊,谁让你进来的
不 真不怪我 我给你们打电话没一个人接的,怎么进来的
你们家备用钥匙我知道在哪,家里进贼了
家里进贼了,你来干嘛呢
你来干嘛呢,躲债啊
瞧你那眼神 瞧你那眼神 跟爸一样,爸不是给你在家里找一份工作了吗
给我一年时间 保证混出个人样来,爸答应你了
吃个橘子压压火,滚一边去
滚一边去,这回丢人可丢大了
这回丢人可丢大了,我得把这小子嘴给封住
我得把这小子嘴给封住,他要参加招那个聘会 会住几天
他要参加招那个聘会 会住几天,怎么了
怎么了,受委屈了
差点把我妈和我姐都气死了,这次他不敢了
我担心的是这个,我怎么没想到茜茜呢
我怎么没想到茜茜呢,茜茜一看到这小子准疯了
茜茜一看到这小子准疯了,我得趁她回来之前把这小子赶走
赶快睡觉吧,管他没问题
管他没问题,睡觉啦
找这个呢吧,居然翻我的包
你都舍身取义了,少来跟我胡说八道
这孩子真不上学了,我觉得她妈说的也有点道理
我跟你说现在可怜就可怜孩子了,可怜的就是她嘛
可怜的就是她嘛,所以你看 买菜都把这个孩子带在身边
你就忍心让茜茜整天陪着你们这俩老东西玩啊,陪着老东西玩啊
那可不嘛,你愿意啊
你愿意啊,对吧
对吧,我买葱
你怎么样 去不去,我有这个小东西 我就去不了
就成天见着我就对我了 是吧,对 对付你这个老东西
那可不是 你不老东西,别老东西老东西
别老东西老东西,那小东西呢
那小东西呢,小东西呢
茜茜 找吧 先待会待会儿,对不起 我一会再来挑啊
茜茜,你弟弟没事吧
你弟弟没事吧,没事
没事,他脑袋硬着呢
他脑袋硬着呢,我记得你们俩上次见面的时候啊
我记得你们俩上次见面的时候啊,应该是你抽了他一大嘴巴
应该是你抽了他一大嘴巴,你俩怎么可能一见面就掐呢
你俩怎么可能一见面就掐呢,两年前的事了
两年前的事了,我是替你教训他
我是替你教训他,那这一趟又为什么揍他呢
那这一趟又为什么揍他呢,你到底喝了多少酒啊
你到底喝了多少酒啊,我今天下午去给你送衣服
我今天下午去给你送衣服,其实我是想找你好好聊聊
其实我是想找你好好聊聊,我知道 我知道你找我一定有事
我知道 我知道你找我一定有事,我来这也不是为了我弟弟
我来这也不是为了我弟弟,是子峰那儿出了什么事儿吗
是子峰那儿出了什么事儿吗,你不是这两天要出国吗
你不是这两天要出国吗,怎么一点动静都没有了
怎么一点动静都没有了,你怎么什么事情一猜就猜到了
你怎么什么事情一猜就猜到了,他不让我去美国了
他不让我去美国了,他说他们领导派他去欧洲要处理紧急事务
他说他们领导派他去欧洲要处理紧急事务,那就过几天再去呢
那就过几天再去呢,他让我过完秋天再去
他让我过完秋天再去,我给你一个建议好吗
我给你一个建议好吗,说
说,不行 不行 不行
不行 不行 不行,如果没跟他打招呼就出现在他面前的话
如果没跟他打招呼就出现在他面前的话,肯定得出事
肯定得出事,能出什么事啊
能出什么事啊,你们是夫妻啊
你们是夫妻啊,两年都没见过面
两年都没见过面,你们互相不想对方吗
你们互相不想对方吗,不是 可他那脾气 他那脾气
不是 可他那脾气 他那脾气,他那脾气 你怎么那么怕他呀
他那脾气 你怎么那么怕他呀,罗丹 也就我跟你说实话
罗丹 也就我跟你说实话,你知道你现在像什么吗
你知道你现在像什么吗,你就像一个被包养的女人
你就像一个被包养的女人,你不是一个妻子正常的反应
你不是一个妻子正常的反应,你别喝了
你别喝了,他是你的丈夫 给他一个惊喜不行吗
他是你的丈夫 给他一个惊喜不行吗,就去欧洲 跟他会合
就去欧洲 跟他会合,我不觉得他会不开心
我不觉得他会不开心,你还是跟上学的时候一模一样
你还是跟上学的时候一模一样,做事情缺乏果断力
做事情缺乏果断力,什么事情都思前想后
什么事情都思前想后,最后就不了了之了
最后就不了了之了,我是没有你的果断力
我是没有你的果断力,要不然我弟弟 他这么花 怎么可能会被你给收了呢
要不然我弟弟 他这么花 怎么可能会被你给收了呢,这两码事好吗
这两码事好吗,这鱼好香啊
这鱼好香啊,你弟弟这人挺有意思
你弟弟这人挺有意思,他一来我们全家人欢声笑语
他一来我们全家人欢声笑语,你跟他一起吃吧
你跟他一起吃吧,我觉得我弟特烦人 万人嫌
我觉得我弟特烦人 万人嫌,加酱油 加酱油
加酱油 加酱油,男男 你让我看看
男男 你让我看看,你眼睛都熬红了
你眼睛都熬红了,跟妈说实话
跟妈说实话,昨天晚上是不是又陪着茜茜熬夜了
昨天晚上是不是又陪着茜茜熬夜了,我回来的时候茜茜正好没睡着
我回来的时候茜茜正好没睡着,我就趁机给她又补习了一下
我就趁机给她又补习了一下,但是我们两个人可是有约法三章的
但是我们两个人可是有约法三章的,当然大部分时间我自己都没有做好
当然大部分时间我自己都没有做好,妈
妈,我们可没有怪您的意思啊
我们可没有怪您的意思啊,以前啊 我光是听别人说
以前啊 我光是听别人说,说隔代亲带孩子会把孩子带坏的 我不信啊
说隔代亲带孩子会把孩子带坏的 我不信啊,现在轮到我了
现在轮到我了,轮到我自己带孩子
轮到我自己带孩子,我怎么也不会对孩子下那个狠心
我怎么也不会对孩子下那个狠心,我们白天工作 你带一整天
我们白天工作 你带一整天,孩子 也挺辛苦的
孩子 也挺辛苦的,我们感激你 都感激不及
我们感激你 都感激不及,白天呢 我带孩子带着孩子疯
白天呢 我带孩子带着孩子疯,晚上你把孩子领回去
晚上你把孩子领回去,又逼着她做功课 又熬夜
又逼着她做功课 又熬夜,这时间长了
这时间长了,我真的担心 这个孩子的性格会分裂的
我真的担心 这个孩子的性格会分裂的,不会吧 妈
不会吧 妈,那么我尽量向你靠拢吧
那么我尽量向你靠拢吧,我们不要从两个极端来要求孩子
我们不要从两个极端来要求孩子,要不然孩子的身体是受不了的
要不然孩子的身体是受不了的,妈 你放心 我以后会注意的
妈 你放心 我以后会注意的,以茜茜身体健康为第一要求
以茜茜身体健康为第一要求,把鱼拿出来吧
把鱼拿出来吧,小心烫啊
小心烫啊,老公 老公你看 这件衣服好看吗
老公 老公你看 这件衣服好看吗,人气排名第一啊
人气排名第一啊,给茜茜买一件
你看着买呗,你怎么了
你怎么了,怎么了
没事,我知道
我知道,没让爸妈去韩国旅游
没让爸妈去韩国旅游,你心里觉得别扭 是吗
茜茜要上学不就没这事了,你看你看 你冤枉我了对不对
你看你看 你冤枉我了对不对,你们娘俩损我的口气一模一样
你们娘俩损我的口气一模一样,你知道今天我回家妈怎么跟我说吗
你知道今天我回家妈怎么跟我说吗,说让我不要再逼茜茜了
说让我不要再逼茜茜了,会把她逼得人格分裂的
会把她逼得人格分裂的,我当时差点就回她一句了
我当时差点就回她一句了,规矩是她定的
规矩是她定的,她定的 她违反了她赖我
她定的 她违反了她赖我,我说你今天必须表明态度
我说你今天必须表明态度,你不能遇到事就躲吧
什么态度啊,是我让茜茜不上学
是我让茜茜不上学,是我让茜茜在家里
是我让茜茜在家里,可是我没让她天天混 天天玩啊
可是我没让她天天混 天天玩啊,罗素 你是她爸爸
罗素 你是她爸爸,你不替你女儿着急吗
还是睡觉了,你给我过来
你给我过来,看着我
看着我,你不看我
你不看我,快把眼睛睁开
你干什么呀,一 告诉你
一 告诉你,明天我们去给爸妈交钱去韩国旅游
明天我们去给爸妈交钱去韩国旅游,钱咱们俩出
钱咱们俩出,你不知道吧 罗素
你不知道吧 罗素,我比你会做人
我比你会做人,我作为儿媳妇 爸妈不能去旅游
我作为儿媳妇 爸妈不能去旅游,我心里也不好受啊
我心里也不好受啊,不过可能就要委屈你一下了
不过可能就要委屈你一下了,你先把公司里面的年假请出来
你先把公司里面的年假请出来,爸妈旅游的时候你要好好地照顾茜茜
春节用什么啊,你就当为爸妈提前过节
你就当为爸妈提前过节,我跟你说啊 这钱啊 本来应该是我出的
我跟你说啊 这钱啊 本来应该是我出的,这回倒好 功劳全让你给占了
这回倒好 功劳全让你给占了,行了
行了,你别得了便宜卖乖了
你别得了便宜卖乖了,对了
对了,你告诉我
你告诉我,那个 我妈是不是满院子见谁都说这钱是你出的呀
那个 我妈是不是满院子见谁都说这钱是你出的呀,还真让你猜对了
还真让你猜对了,你到底听不听我的呀
你到底听不听我的呀,什么呀
什么呀,去欧洲给你老公一个惊喜
去欧洲给你老公一个惊喜,我今天已经把票订了
我今天已经把票订了,真的 太对了
真的 太对了,罗丹 我告诉你 这是你十年当中唯一做
罗丹 我告诉你 这是你十年当中唯一做,正确的一件事情
正确的一件事情,行了
行了,挂了
这次是我一个特别好的学习的机会,不用解释了
不用解释了,我支持你
那你呢,不可能
不可能,除非我抱着被开除了的决心
让他们下次再出去玩,那怎么行呢 我钱都已经付过了
那怎么行呢 我钱都已经付过了,而且全院的老太太都知道我出钱送妈去韩国旅游
而且全院的老太太都知道我出钱送妈去韩国旅游,这不是陷我于不仁不义吗
也是 明摆着你这次是豁出去了,我就豁出去了
我就豁出去了,反正不就几天吗
反正不就几天吗,就让毕然带一下吧
这不好打车啊,你不住你姐姐家吗
你不住你姐姐家吗,你赶紧回去吧
我还是等他们都睡了吧,瞧你那点出息
我看你跑得比谁都快,不过我提醒你啊
不过我提醒你啊,你姐姐那脾气我是了解的
你姐姐那脾气我是了解的,生起气来跟个母老虎似的
生起气来跟个母老虎似的,你要是今天晚上实在是扛不过去了
你要是今天晚上实在是扛不过去了,就给我打电话
就给我打电话,看在咱俩一起看孩子的份上
看在咱俩一起看孩子的份上,我兴许还能帮你说两句话
要不是因为你之前帮我圆谎啊,圆什么谎啊
就上次你闯进我们家,不是我说毕然
不是我说毕然,你怎么又想到跑你姐姐家住去了啊
你怎么又想到跑你姐姐家住去了啊,你的远大理想 远大抱负上哪去了
你的远大理想 远大抱负上哪去了,都没了
管着吗你,不管 不管
不管 不管,出租车
出租车,明天带孩子给我打电话
明天带孩子给我打电话,你这臭小子你还敢回来
我姐夫还是出卖我了,我告诉你 借你姐夫仨胆他也不敢骗我 起来 给我收拾东西走人
是我不长记性,我告诉你 等会爸来电话
我告诉你 等会爸来电话,我会一五一十地告诉他
我悔改啊,你带茜茜去吃披萨
你带茜茜去吃披萨,你教她不学好
你教她不学好,我完全可以想象 可以理解 为什么
我完全可以想象 可以理解 为什么,因为你就是这么一个烂人
因为你就是这么一个烂人,麻绳提不起来的豆腐
麻绳提不起来的豆腐,可是我怎么也想不到你居然和罗丹串通一起来对付我
可是我怎么也想不到你居然和罗丹串通一起来对付我,你到底想什么
你到底想什么,你 站住
那都是他的主意 是她威逼利诱吃披萨 吃披萨也是她,你有没有 站住
你有没有 站住,你有没有主心骨啊
你有没有主心骨啊,你要想赢得别人尊重
你要想赢得别人尊重,你要有自己的主心骨
你要有自己的主心骨,你的职责是什么
你的职责是什么,带好茜茜做好表率
带好茜茜做好表率,可是你呢
可是你呢,你干了什么呀
你干了什么呀,站住
站住,你这个人吧 从小就是异想天开
你这个人吧 从小就是异想天开,偷奸耍滑
偷奸耍滑,我怎么也没想到你都这么大了
我怎么也没想到你都这么大了,你一身臭毛病你还能不改呢
你一身臭毛病你还能不改呢,你不是来应聘的吗
你不是来应聘的吗,就这个样你在外面还吃得开
就这个样你在外面还吃得开,鬼才信你呢
鬼才信你呢,你还应聘 应聘什么呀
你还应聘 应聘什么呀,我告诉你
我告诉你,除非全天下人都瞎了才会用你呢
伤自尊了,你有自尊啊
你有自尊啊,我还不知道你有自尊呢
我还不知道你有自尊呢,爸说得好
爸说得好,所有人都有自尊
所有人都有自尊,就是你没有自尊
就是你没有自尊,他们俩一个偷奸耍滑
他们俩一个偷奸耍滑,偷奸耍滑不负责任
偷奸耍滑不负责任,一个懒惰成性的寄生虫
一个懒惰成性的寄生虫,如果让他们俩带茜茜 茜茜就毁了
如果让他们俩带茜茜 茜茜就毁了,你说句话呀
同意,所以呀 我们必须采取措施
所以呀 我们必须采取措施,咱俩有
咱俩有,有一个人必须全职带茜茜
同意,同意哈
同意哈,我现在公司呢 要进行全年最大的展销会
我现在公司呢 要进行全年最大的展销会,你可不知道 我已经遭受领导多少个白眼了
你可不知道 我已经遭受领导多少个白眼了,而且我单位的90后又在拼命地表现
我可以选择不同意吗,罗素 孩子不是我一个人的
罗素 孩子不是我一个人的,当初选择让她不上学
当初选择让她不上学,是全家赞成都同意的
是全家赞成都同意的,这时候我们应该同心协力一起帮助茜茜努力学习
这时候我们应该同心协力一起帮助茜茜努力学习,共同帮助她
共同帮助她,而不是混一年
你就往后退吧,可是这一年我已经给茜茜做了非常详细的学习计划
可是这一年我已经给茜茜做了非常详细的学习计划,但是呢 你们没有一个人按我的计划去执行
但是呢 你们没有一个人按我的计划去执行,我不是一个全职家庭主妇
我不是一个全职家庭主妇,我还要上班
我还要上班,我已经把我所有的业余时间都给了茜茜
我已经把我所有的业余时间都给了茜茜,我不是一个超人
老有的说,所以啊 最好的办法呢
所以啊 最好的办法呢,就是你从明天开始休年假
就是你从明天开始休年假,多一点时间呢去盯茜茜学习
多一点时间呢去盯茜茜学习,Ok
没事,茜茜
茜茜,告诉妈妈这个是什么字
告诉妈妈这个是什么字,皮球
皮球,我不想认字了
我不想认字了,我想看动画片
我想看动画片,等我们把字认完了以后再看动画片
等我们把字认完了以后再看动画片,我就要看 舅舅说海贼王的动画片特别好看
我就要看 舅舅说海贼王的动画片特别好看,茜茜 你不是说你想上学吗
茜茜 你不是说你想上学吗,上学的小朋友他们都需要
上学的小朋友他们都需要,认字的
认字的,我不想上学了 每天看动画片去游乐场玩 比上学好
我不想上学了 每天看动画片去游乐场玩 比上学好,茜茜 你胡说什么呀
茜茜 你胡说什么呀,没有小朋友
没有小朋友,小朋友是不上学的
小朋友是不上学的,舅舅说上学每天都要写作业
舅舅说上学每天都要写作业,根本不能看动画片
根本不能看动画片,去游乐场玩 不上学最好了
去游乐场玩 不上学最好了,茜茜
茜茜,妈妈跟你说
妈妈跟你说,你留在家里一年是为了明年去上学做更好的准备
你留在家里一年是为了明年去上学做更好的准备,虽然不在学校也是
虽然不在学校也是,要做功课的
要做功课的,从明天开始你必须完成妈妈给你的所有的作业
从明天开始你必须完成妈妈给你的所有的作业,要不然以后你再也不要看动画片了
要不然以后你再也不要看动画片了,妈妈是
妈妈是,老巫婆
老巫婆,谁教你说的
谁教你说的,动画片
动画片,妈妈 你干嘛
妈妈 你干嘛,你还看动画片吗
你还看动画片吗,妈妈给我给我
妈妈给我给我,你以后永远不要看动画片了
你以后永远不要看动画片了,妈妈给我
妈妈给我,不要看动画片了
不要看动画片了,妈妈你这老巫婆
妈妈你这老巫婆,丫头
丫头,茜茜在家带得怎么样啊
茜茜在家带得怎么样啊,挺好的
挺好的,你呀 跟你弟弟弟正好相反
你呀 跟你弟弟弟正好相反,根本就不会说假话
根本就不会说假话,你说吧 遇到什么问题了
你说吧 遇到什么问题了,我觉得好累呀
我觉得好累呀,他们家不帮你带孩子啊
他们家不帮你带孩子啊,爷爷奶奶出去旅行了
爷爷奶奶出去旅行了,这两天毕然帮我带孩子
这两天毕然帮我带孩子,你让那小子带茜茜
你让那小子带茜茜,爸 毕然没有那么糟糕
爸 毕然没有那么糟糕,他挺好的
他挺好的,好你就不可能
好你就不可能,你就不可能给我打电话了
你就不可能给我打电话了,是我自己的问题
是我自己的问题,我让
我让,茜茜不去上学一年在家里
茜茜不去上学一年在家里,我觉得是我自己一意孤行
我觉得是我自己一意孤行,现在她学前班也上不了
现在她学前班也上不了,我又没时间带他
我又没时间带他,我真的怀疑我是不是已经做错了
我真的怀疑我是不是已经做错了,丫头 你没有错
丫头 你没有错,这个社会对待女人就是这么不公平
这个社会对待女人就是这么不公平,既叫马儿跑
既叫马儿跑,又叫马儿不吃草
又叫马儿不吃草,谁也不可能把事业和家庭兼顾得那么好
谁也不可能把事业和家庭兼顾得那么好,你放心
你放心,爸妈明天就过去帮你
爸妈明天就过去帮你,爸 你还是别过来了
爸 你还是别过来了,我跟毕然是可以的
我跟毕然是可以的,自己的儿子自己清楚
自己的儿子自己清楚,他要是不在
他要是不在,我还能放点心
我还能放点心,我长这么大
我长这么大,所有的事情 不管过程多难
所有的事情 不管过程多难,我最后一定都能做成功
我最后一定都能做成功,可就是茜茜
可就是茜茜,我自从有了她以后
我自从有了她以后,接二连三地栽跟头
接二连三地栽跟头,全是挫败感
全是挫败感,让我最后再试一次
让我最后再试一次,这一次我一定要成功
这一次我一定要成功,我要向所有人证明我的选择是对的
我要向所有人证明我的选择是对的,对茜茜的选择也是对的
对茜茜的选择也是对的,好
好,丫头
丫头,爸听你的
爸听你的,你一定行
