Input,Output
我和他结婚十几年了,这段婚姻就跟我经营公司一样
这段婚姻就跟我经营公司一样,让我让我精疲力尽
让我让我精疲力尽,差不多
差不多,该是说分手的时候了
该是说分手的时候了,你千万不要这么说
你千万不要这么说,我从来都没有想过要告诉你我喜欢你
我从来都没有想过要告诉你我喜欢你,我只是想默默的喜欢你
我只是想默默的喜欢你,以前我一直是站在很远的地方注视着你的背影
以前我一直是站在很远的地方注视着你的背影,后来我们两个越走越近
后来我们两个越走越近,直到有一天你出现在我面前的时候
直到有一天你出现在我面前的时候,我才发现我自己陷得太深了
我才发现我自己陷得太深了,我不想再继续下去
我不想再继续下去,王媛
王媛,请你再给我一点点时间好吗
请你再给我一点点时间好吗,打破一个再去重建一个
打破一个再去重建一个,本来就不是很容易的事情
本来就不是很容易的事情,你知道我现在是什么感觉吗
你知道我现在是什么感觉吗,以前我就像在爬山
以前我就像在爬山,我走在前面
我走在前面,手里拿着一根绳子拖着自己对你的感情
手里拿着一根绳子拖着自己对你的感情,我就这样慢慢的往上走
我就这样慢慢的往上走,我走一步
我走一步,停一下
停一下,歇一会
歇一会,我怀疑自己是不是走错了
我怀疑自己是不是走错了,无数次的想要回头
无数次的想要回头,可是我舍不得
可是我舍不得,所以我一次次的又坚持下来
所以我一次次的又坚持下来,可是我现在太累了
可是我现在太累了,我真的太累了
我真的太累了,我感觉有一样东西
我感觉有一样东西,浑身上下都在被一样东西抽空你知道吗
浑身上下都在被一样东西抽空你知道吗,我现在一点力气都没了
我现在一点力气都没了,我实在是爬不动
我实在是爬不动,那就让我带着你一起走
那就让我带着你一起走,不管以后多苦多累
不管以后多苦多累,多难
多难,我向你保证
我向你保证,不会让你再受一点点委屈
不会让你再受一点点委屈,好吗
好吗,太晚了
太晚了,你该回去了
你该回去了,走吧
走吧,回家
我都快急死了,那你怎么没死
我跟他真的没什么,你不用解释了樊斌
你不用解释了樊斌,不是你错了
不是你错了,是我错了
是我错了,从结婚那天起我就错了
小北 小北,有话快说
我想跟你聊聊,有什么聊吧
有什么聊吧,我还着急出门
他看我来了,是叫蕊蕊
是叫蕊蕊,结婚当天你躲着我不肯回来
结婚当天你躲着我不肯回来,就是因为他 你当时跟我玩失踪
就是因为他 你当时跟我玩失踪,我忍了
我忍了,领证当天我看见他给你写的字条
领证当天我看见他给你写的字条,我又忍了
我又忍了,现在你把人都领回家了
现在你把人都领回家了,你还要我忍吗
小北 我真的跟他没什么,我知道了
我知道了,喂
喂,妈
上班没得,没得
没得,我在家里
你怎么不上班要被扣工资的,家里没得啥子事
你这个月还没给家里头寄钱,我最近手头有点紧
我最近手头有点紧,等再过两个月我把钱一起给你汇过去
莫把那些钱花到这些东西身上,我就是想花也没得那么多钱
我就是想花也没得那么多钱,下个月的房租还不知道从哪弄来
你工资呢,还没发
圆圆你不要骗我,妈我跟你说实话
妈我跟你说实话,韩总
你怎么来了,你不是老做培训
你不是老做培训,擅长立志 我来
擅长立志 我来,是想听听你的意见
好 这事我擅长 说,我有个朋友
我有个朋友,他最近都快陷入绝境了
他最近都快陷入绝境了,工作生活家庭是样样都不顺
工作生活家庭是样样都不顺,都不知道自己该怎么办了
都不知道自己该怎么办了,他觉得内心很挣扎
他觉得内心很挣扎,很无助
很无助,所以 所以他来找我倾诉来了
凡是以我有一个朋友开说的99.9%都是自己,真不是 我至于吗
真不是 我至于吗,我现在正在找工作
找着没有,有几个正选着
你说的人是谁,我以前的一个同事
我以前的一个同事,我是真不知道该怎么去安慰他了
脑子里就一个念头求生存吃饱饭,还没到吃不上饭的地步
以毒攻毒就当拓展训练了,哪有拿失败当拓展
但是却能给你的人生增添一份尊严,停
停,你别再跟我背什么名人名言了
你别再跟我背什么名人名言了,好好说话行吗
朱坚强,别说还挺有道理
别说还挺有道理,再坏的都已经经历了
再坏的都已经经历了,都已经跌到谷底了
都已经跌到谷底了,还能差到哪去
我怎么还是觉得你在说你自己,你要不信我有什么办法
我就是不信,行
行,我就像现在这样回复他去好吗
我就像现在这样回复他去好吗,谢谢你宝贝
谢谢你宝贝,王媛 王媛
王媛 王媛,你怎么来了
你怎么来了,你一个人我顺便我看看
你一个人我顺便我看看,没事吧
没事吧,怎么气色不太好
怎么气色不太好,有吗
有吗,可能是昨天晚上没睡好吧
可能是昨天晚上没睡好吧,是不是因为工作的事着急
是不是因为工作的事着急,其实不用咱不缺工作
其实不用咱不缺工作,咱缺一个合适的工作
咱缺一个合适的工作,我没着急
我没着急,我有点累了
我有点累了,我先回去了
我先回去了,拜拜
拜拜,Hello 樊斌呢
Hello 樊斌呢,怎么 不让一个人来 怕我非礼你
怎么 不让一个人来 怕我非礼你,哟哟哟 站好了
哟哟哟 站好了,平时都是你们两个人
平时都是你们两个人,今儿怎么你自己
今儿怎么你自己,我走了
我走了,周小北
周小北,干嘛
干嘛,喝傻了吧
喝傻了吧,是不给我打电话说要过来喝酒
是不给我打电话说要过来喝酒,我以为你跟樊斌一起过来
我以为你跟樊斌一起过来,酒跟菜我都准备好了
酒跟菜我都准备好了,这哪来的
这哪来的,托人从杭州带的
托人从杭州带的,楼外楼的
楼外楼的,必须 刚拿回来就让你赶上了
必须 刚拿回来就让你赶上了,你不是最爱吃鸭舌头吗
你不是最爱吃鸭舌头吗,以前总让我朋友帮你带
以前总让我朋友帮你带,前两天刚回来我让他买了点
前两天刚回来我让他买了点,打包带走
打包带走,不行
不行,不是刚才电话里头能耐哪去了
不是刚才电话里头能耐哪去了,打电话跟我说喂 李理等着我跟你喝酒
打电话跟我说喂 李理等着我跟你喝酒,是不是让我在北京给你喝傻了
是不是让我在北京给你喝傻了,以后不敢一个人跟我喝酒了
以后不敢一个人跟我喝酒了,我平声最大的弱点就讨厌别人威胁我
我平声最大的弱点就讨厌别人威胁我,我最恨激将法
我最恨激将法,别人要是激将我
别人要是激将我,明知道是火坑
明知道是火坑,我也得往里跳
我也得往里跳,来吧
来吧,小北
小北,我问你个事儿
我问你个事儿,你说樊斌当年风流倜傥
你说樊斌当年风流倜傥,英俊潇洒
英俊潇洒,为人低调又有才华
为人低调又有才华,怎么就看上你了
怎么就看上你了,肯定是你追的
肯定是你追的,放屁
放屁,你看的都是假象
你看的都是假象,樊斌特别会装
樊斌特别会装,他以前泡妞都一套以退为进
他以前泡妞都一套以退为进,什么叫以退为进
什么叫以退为进,你真想知道
你真想知道,我给你学一学
我给你学一学,他一般都是这样的
他一般都是这样的,我不在乎女孩子
我不在乎女孩子,我不需要婚姻
我不需要婚姻,我就享受现在的独身
我就享受现在的独身,因为我能我行我素
因为我能我行我素,我自由我用自由换取了孤独
我自由我用自由换取了孤独,孤独的人是崇高的人
孤独的人是崇高的人,当然对于女性来说就不同了
当然对于女性来说就不同了,男人永远是女人进步的工具
男人永远是女人进步的工具,而我愿意作为女人进步的
而我愿意作为女人进步的,阶梯来
阶梯来,从我身上
从我身上,踏过去
踏过去,要狠
要狠,对
对,要狠、稳、准、狠
要狠、稳、准、狠,李理 你不是说
李理 你不是说,你喜欢我吗
你喜欢我吗,什么时候说的
什么时候说的,在北京喝多那次
你是,我是来应聘的
正发愁,我家就在隔壁小区
你好,羽墨你好
就是多一个接他放学,为什么过了今天不能干
你身份证带了吗,带了
有事随时给我打电话,放心
这是文静啊,我们俩是不是该考虑离婚的事了
离婚我不同意,你觉得现在我们俩过成这样有意思吗
反正我就是不同意,你想想 想好了再说
周小北,来了
你跟樊斌现在到底什么情况,冷战
为什么不离婚,今天不是周末吗
什么都没有发生nothing,你就消失吧
你接着过你的狗日子,王媛 你这是血吗
王媛 你这是血吗,不是 红墨水
不是 红墨水,怎么弄
怎么弄,我自己不小心弄的
我自己不小心弄的,你怎么在这
你怎么在这,我正好遛到这
我正好遛到这,我先回去了
我先回去了,我跟你讲个故事
我跟你讲个故事,有一个人
有一个人,他生长在一个贫穷的家庭里
他生长在一个贫穷的家庭里,从小到大他淡漠
从小到大他淡漠,却又出奇的争强好胜
却又出奇的争强好胜,骨子里有自卑
骨子里有自卑,又有倔强的骄傲
又有倔强的骄傲,家里人都不支持他读大学
家里人都不支持他读大学,可是他想尽一切办法在筹学费
可是他想尽一切办法在筹学费,他学习很用功
他学习很用功,工作也很努力
工作也很努力,似乎只要比别人强了
似乎只要比别人强了,别人就不至于瞧不起他
别人就不至于瞧不起他,然而
然而,一切都事与愿违
一切都事与愿违,周围的人每天都阳光明媚的
周围的人每天都阳光明媚的,而他每天灰头土脸的 那种心灵上的对比
而他每天灰头土脸的 那种心灵上的对比,真的很让人难受
真的很让人难受,我也是穷人家的孩子
我也是穷人家的孩子,你说这些我都明白
你说这些我都明白,可是要克服这些需要时间不是一天两天的事
可是要克服这些需要时间不是一天两天的事,不管别人说什么
不管别人说什么,首先得对自己有信心
首先得对自己有信心,尊严都快没了
尊严都快没了,还说什么信心
还说什么信心,王媛 我问你一句话
王媛 我问你一句话,别生气
别生气,其实我知道刚才讲的就是你自己
其实我知道刚才讲的就是你自己,你是不是
你是不是,到别人家当保姆去了
到别人家当保姆去了,对
对,我是去当保姆了
我是去当保姆了,我连保姆都做不好
我连保姆都做不好,小孩捉弄我
小孩捉弄我,小孩的妈妈误会我
小孩的妈妈误会我,我的尊严都扫地了
我的尊严都扫地了,捡都捡不起来了
捡都捡不起来了,你还没吃饭
你还没吃饭,没胃口也得吃点东西
没胃口也得吃点东西,走吧
走吧,我带你吃点东西
我带你吃点东西,人是铁饭是钢
人是铁饭是钢,哪有不吃东西的 走
哪有不吃东西的 走,走吧
走吧,杨老师
这是 这么晚回来,我回来住一段
怎么就突然回来住了 樊斌呢,他出差去了
你们俩吵架了,没吵
没吵,他下午就出差去了
去哪了,去新疆了
去多久,怎么着也得个把月
怎么着也得个把月,王媛 吃点菜
王媛 吃点菜,别光喝酒
别光喝酒,趁热吃
趁热吃,王媛
王媛,你再怎么着也犯不着去当保姆吗
你再怎么着也犯不着去当保姆吗,本来
本来,我是跟我妈赌气
我是跟我妈赌气,后来我就想看看我说我看看我自己承受能力到底有多大
后来我就想看看我说我看看我自己承受能力到底有多大,这就是我给自己定的拓展训练
这就是我给自己定的拓展训练,不是
不是,哪有这样拓展的
哪有这样拓展的,这不自个跟自己过不去吗
这不自个跟自己过不去吗,再说了
再说了,这能用钱解决都不算什么大事
这能用钱解决都不算什么大事,胖子
胖子,你给我保密
你给我保密,这事儿千万不能让文静跟小北知道
这事儿千万不能让文静跟小北知道,为什么 大家伙都能帮你
为什么 大家伙都能帮你,我不希望他们两个帮我
我不希望他们两个帮我,怎么了
怎么了,小北他根本就不用为生活发愁
小北他根本就不用为生活发愁,他就负责做他的文艺女青年就行了
他就负责做他的文艺女青年就行了,文静就更不用说了
文静就更不用说了,我就是不喜欢他们帮我
我就是不喜欢他们帮我,他们帮我的已经够多了
他们帮我的已经够多了,我就希望有一天我成功了
我就希望有一天我成功了,我有能力了
我有能力了,我可以去帮他们
我可以去帮他们,你慢点儿喝
你慢点儿喝,王媛
王媛,我知道你委屈
我知道你委屈,你想哭就哭出来
你想哭就哭出来,哭 哭是最没用的
哭 哭是最没用的,哭爱哭的人都没出息
哭爱哭的人都没出息,我不哭
我不哭,不喜欢哭
不喜欢哭,我如果哪天能捐献器官
我如果哪天能捐献器官,我第一个捐出去的就是我的泪腺
我第一个捐出去的就是我的泪腺,王太太
没打扰你吧,没有 有什么事吗
我想当面跟你谈一下,怎么了
怎么了,王羽墨没事吧
要是方便的话你过来一下好吗,行 半个小时以后过来好吗
待会见,这么早
这么早,怎么样
怎么样,昨天不要紧
昨天不要紧,没事
没事,我喝多了
我喝多了,我得赶着出门
我得赶着出门,去哪了
我让你盯着王媛你盯了吗,大姐我盯着
都怎么盯的,我每天偷偷跟着他身后
我每天偷偷跟着他身后,那是走哪盯哪
没发现他有什么不正常,没有 没发现哪不正常
她干嘛呢,忙着找工作
忙着找工作,那是焦头烂额的
那是焦头烂额的,不过看着也挺正常的
不过看着也挺正常的,除了有点心烦以外都正常
他还没找着工作,找一靠谱工作哪那么容易
王媛至于成现在这样吗,你说这话我真愿意听
你说这话我真愿意听,谁娶了你那是一辈子幸福
谁娶了你那是一辈子幸福,我跟你说我也是这么觉着的
是一般心烦还是特别心烦,很心烦
这孩子从小被惯坏的,小孩
小孩,特别是男孩子都淘气
都是羽墨不好,既然都已经解释清楚了就不要再提了
你先拿着,谢谢
谢谢,没什么事的话我就先走了
让我怎么说,有什么话你就直说
你看行不行,行
行,我就再试试
阿姨你会功夫,这样的小毛贼算什么比他厉害的我都见过
这样的小毛贼算什么比他厉害的我都见过,都被我给打趴下了
你怎么不还击呢,我从来不跟小孩子打架
我可想学功夫了,不行
不行,你太小了
阿姨求求你了,好吧
好吧,等你再长大一点吧
等你再长大一点吧,不过我有个条件
什么条件,从现在开始
从现在开始,你一切都要听从我的命令
好听你的,拉勾
上吊,成交
成交,走 我们到那边玩
走 我们到那边玩,周芳
周芳,你干嘛呢
没干嘛,还说没干嘛
还说没干嘛,什么意思
什么意思,为什么把我通讯录里的所有联系人电话都删掉
删了就可以不用联系了,你说的轻巧
你说的轻巧,你知不知道这里头全是我公司的重要客户
你知不知道这里头全是我公司的重要客户,你什么意思
该联系你的自然会联系你不联系你的也不用联系,周芳 你简直是不可理喻
干嘛去呀,管不着
管不着,怎么了
怎么了,唉声叹气的
看起来都一样,其实记单词并没有那么难的
其实记单词并没有那么难的,只要你掌握了技巧就很容易了
只要你掌握了技巧就很容易了,这样阿姨教你一个记单词的技巧
这样阿姨教你一个记单词的技巧,记单词的时候就像玩游戏一样好玩的
记单词的时候就像玩游戏一样好玩的,其实词与词之间是有一些联系的
其实词与词之间是有一些联系的,有一些单词的读音都是很相似的
有一些单词的读音都是很相似的,你可以一起来背
你可以一起来背,比如说鸟是bird 裙子是skirt
skirt,女孩是 girl
女孩是 girl,衬衫是shirt
Shirt,来跟我一起念鸟是bird
来跟我一起念鸟是bird,裙子是skirt
裙子是skirt,女孩是girl
女孩是girl,衬衫是
衬衫是,Right. 我说对了
Right. 我说对了,你看是不是像顺口溜一样
你真厉害,嘘
嘘,羽墨功夫这个事是咱们俩的秘密
羽墨功夫这个事是咱们俩的秘密,不可以告诉任何人
不可以告诉任何人,包括你妈妈记住了
为什么,古往今来
古往今来,大侠都是很低调的
大侠都是很低调的,要保持一定的神秘感
要保持一定的神秘感,你想如果大家都知道
你想如果大家都知道,我会功夫了
我会功夫了,他们都让我来教
他们都让我来教,我还有时间教你吗
他今天没捣乱吧,没有 可好了
那天我有事就先走了,你在给人家当保姆
你在给人家当保姆,找我有事吗
找我有事吗,我听说你最近很不顺利
我听说你最近很不顺利,但是我真没想到会是这样
但是我真没想到会是这样,我的事情不用你管
我的事情不用你管,你管好自己的事情就行了
你管好自己的事情就行了,自从你离开公司之后
自从你离开公司之后,我一直很担心你的生活
我一直很担心你的生活,一直想过来看看你
一直想过来看看你,还有这是你上次还给我的钱
还有这是你上次还给我的钱,你不用还给我
你不用还给我,我帮你是应该的
我帮你是应该的,我从来没想过要回去
我从来没想过要回去,天底下没有谁是应该帮别人的
天底下没有谁是应该帮别人的,谁都要靠自己的力量
谁都要靠自己的力量,这钱本来就是你借给我的
这钱本来就是你借给我的,拿回去
拿回去,这钱你得收下
这钱你得收下,你听着你不要再给别人当保姆了
你听着你不要再给别人当保姆了,我当保姆怎么了
我当保姆怎么了,我是靠自己的力量来赚钱的
我是靠自己的力量来赚钱的,以后
以后,没有什么事就别来找我了
没有什么事就别来找我了,我不需要任何人可怜
ok,就知道跟我厉害
就知道跟我厉害,有本事你找他算账去
有本事你找他算账去,窝里横
不是觉得他可怜吗,行了
行了,这两年我也没看你管过工作室什么事儿
这两年我也没看你管过工作室什么事儿,都是小丽在忙前忙后的
都是小丽在忙前忙后的,你这甩手掌柜当的痛快
你这甩手掌柜当的痛快,人家自立门户也很正常
越想越生气,行了
行了,别生气了
别生气了,以后多上点心
还好最近我有更重要的事,什么事情
你今天为什么不让我去你家找你,我怕你打扰我创作氛围
还在写你的狗屁剧本,闭关呢
快点啦,文静 我真的不想去
文静 我真的不想去,我好累
我好累,你自己去好了
买过淑女的衣服,你为什么要买淑女的衣服
因为我觉得成晓峰可能会喜欢我淑女的样子,你真的是为了他无所不用其极
你真的是为了他无所不用其极,可我真的是没心情逛街
可我真的是没心情逛街,我在这坐着等你好吗
帮我出主意也好,你用不着我出主意
你用不着我出主意,你自己眼光那么好
你自己眼光那么好,听话乖拜拜
我一会回来找你,我不会到大马路上自杀的
我本来就想找你出来谈谈,找我谈什么
找我谈什么,我和彭永辉结婚那么多年
我和彭永辉结婚那么多年,可是有时候我发现我其实一点都不了解他
可是有时候我发现我其实一点都不了解他,也许男人也觉得不了解女人呢
我今天又和彭永辉吵架了,我对你们两个人的事不感兴趣
可是我劝你还是趁早死了这条心吧,你误会了
你误会了,我从没有过这样的念头
我从没有过这样的念头,而且一直以来我都没有向他提过任何要求
哪怕他只是为了孩子,我对你们两个人的事不感兴趣
我走,再见
脸色为什么那么差,我昨天晚上没睡好
我昨天晚上没睡好,买了吗
买了,都穿上了
都穿上了,就买了一套
我淑不淑女,你衣服挺淑女的
你衣服挺淑女的,你们怎么还没睡
你跟樊斌是不是吵架了,你们就为这事
我跟你爸都不放心,没有 没吵
没有 没吵,我们俩感情可好了
我们俩感情可好了,我想跟他吵
我想跟他吵,他都不跟我吵
他都不跟我吵,老是让着我 我打
老是让着我 我打,他都不跟我吵
这都连续喝了好几天了,你不是之前说 你一个人在家闷
你不是之前说 你一个人在家闷,让我回来陪陪
这么大酒味,陪陪你
陪陪你,然后我一个人就过来陪陪你
然后我一个人就过来陪陪你,想着写剧本
想着写剧本,怎么了
怎么了,你现在开始嫌我烦了
让他自己跟我说,他刚才给我打电话
他刚才给我打电话,那么晚了
那么晚了,估计是睡了
估计是睡了,呃
呃,叫起来 问个明白
快来尝一尝我亲手为你煲的汤,好谢谢
好不好喝,好喝
对身体多不好得补一补是吧,谢谢你
好喝就行,文静
文静,以后不用总给我来送汤了
你嫌稀呀,不是这个意思
不是这个意思,我是怕太耽误你的时间和精力
我是怕太耽误你的时间和精力,我不太好意思
你用不用这么早打电话,你别装了
你别装了,都知道你们猎头起得比鸡还
都知道你们猎头起得比鸡还,还早
还早,我问你王媛工作那事怎么样了
你都快把我逼疯了你知道吗,什么叫破工作
什么叫破工作,破工作你到现在没找着呢
破工作你到现在没找着呢,我跟你说咱们哥们这么多年了
我跟你说咱们哥们这么多年了,你别蒙我
马上给你打电话好吧,好勒谢谢
好勒谢谢,早王媛
早王媛,起得够早的嘛你
起得够早的嘛你,我也没睡懒觉习惯
我也没睡懒觉习惯,你打工家小孩老实了吧
你打工家小孩老实了吧,言听计从
言听计从,百依百顺
百依百顺,你这差不多也该撤了
你这差不多也该撤了,为什么要撤
为什么要撤,你不是说是给自己来拓展培训
你不是说是给自己来拓展培训,这都好几天了
这都好几天了,也该走了
也该走了,还不到时候
还不到时候,我现在觉得干这份工作挺有成就感的
我现在觉得干这份工作挺有成就感的,不像以前觉得那么丢人了
不像以前觉得那么丢人了,等到找到合适的工作再撤
等到找到合适的工作再撤,工作找的顺利吗
工作找的顺利吗,递了好多简历了
递了好多简历了,就是没有回音
就是没有回音,其实找工作你也别着急
其实找工作你也别着急,你条件这么好
你条件这么好,不愁找一个好的
不愁找一个好的,要是有一天咱们都老了
要是有一天咱们都老了,跑不动了
跑不动了,也能像他们一样打拳吗
也能像他们一样打拳吗,你会吗
你会吗,这有什么不会的
这有什么不会的,看我的
看我的,大西瓜
大西瓜,中间分两半
中间分两半,你一半
你一半,我一半 又来个大西瓜
我一半 又来个大西瓜,中间再分两半
中间再分两半,笑了
笑了,你知道我笑什么吗
你知道我笑什么吗,笑什么
笑什么,大西瓜
大西瓜,你不能再胖了胖子
你不能再胖了胖子,这两天怎么没看到小北
这两天怎么没看到小北,他跟樊斌分居了
他跟樊斌分居了,搬回他妈家住了
搬回他妈家住了,分居了
分居了,小北
小北,今天主要跟你说说你跟樊斌的事
今天主要跟你说说你跟樊斌的事,王媛告诉你的吧
王媛告诉你的吧,你别管这消息来源不重要
你别管这消息来源不重要,重要的是出了问题怎么解决
重要的是出了问题怎么解决,好
好,我听着你说
我听着你说,坐
坐,小北
小北,我跟你讲这是关于男女关系问题
我跟你讲这是关于男女关系问题,你不能用大陆法系的有罪推论
你不能用大陆法系的有罪推论,一开始就设定他有罪了
一开始就设定他有罪了,你怎么证明他无罪的更难了
你怎么证明他无罪的更难了,是不是
是不是,你怎么觉得他都是犯罪嫌疑人
你怎么觉得他都是犯罪嫌疑人,你是应该用英美法系的无罪推论
你是应该用英美法系的无罪推论,在没有确凿证据之前
在没有确凿证据之前,大家都是清白的
大家都是清白的,这样才能好好过日子
这样才能好好过日子,不就是一把钥匙吗
不就是一把钥匙吗,你说这能说明什么问题
你说这能说明什么问题,对于胖子的言论
对于胖子的言论,我不置可否 抛弃我对他信不信任的因素
我不置可否 抛弃我对他信不信任的因素,我觉得樊斌最不切实际的一点就是在我们的感情世界里
我觉得樊斌最不切实际的一点就是在我们的感情世界里,他一直扮演的角色是一个30来岁的婴儿
他一直扮演的角色是一个30来岁的婴儿,人越大
人越大,生活中产生惊喜的可能性就越小
生活中产生惊喜的可能性就越小,即使是那些忽略时光
即使是那些忽略时光,忽略皱纹
忽略皱纹,忽略一切自然条件不想长大的琼瑶式人物
忽略一切自然条件不想长大的琼瑶式人物,也很难每时每刻真正相信自己只有16岁
也很难每时每刻真正相信自己只有16岁,不过樊斌可以
不过樊斌可以,总的来说这是一个心境问题
总的来说这是一个心境问题,对于樊斌来说
对于樊斌来说,直接追随自己最本能的情感走向就够了
直接追随自己最本能的情感走向就够了,仔细想想也未尝不是一种
仔细想想也未尝不是一种,幸福
幸福,小北
小北,这生活就是起起伏伏的
这生活就是起起伏伏的,现在出了问题不代表以后就一定有问题
现在出了问题不代表以后就一定有问题,这否定过去就是否定自己
这否定过去就是否定自己,咱都往后看
咱都往后看,从前圣者克里斯多夫背着一个孩子渡河 那个孩子非常沉重
从前圣者克里斯多夫背着一个孩子渡河 那个孩子非常沉重,他历经千辛万苦终于到达彼岸
他历经千辛万苦终于到达彼岸,克里斯多夫问
克里斯多夫问,孩子你叫什么名字
孩子你叫什么名字,为什么那么沉重
为什么那么沉重,孩子说我是未来的日子
孩子说我是未来的日子,你这说得哪跟哪也不搭
你这说得哪跟哪也不搭,成 我说了半天对牛弹琴了
成 我说了半天对牛弹琴了,就这样你也听不懂
就这样你也听不懂,算了
算了,别说我了
别说我了,说说你跟王媛
说说你跟王媛,幸亏你告诉她有每天跑步的习惯
幸亏你告诉她有每天跑步的习惯,不然我还不知道怎么约他
不然我还不知道怎么约他,第一天跑步就碰上他了
第一天跑步就碰上他了,我们约好了每天早上一块跑步
我们约好了每天早上一块跑步,胖子你知道吗
胖子你知道吗,其实我一直特别羡慕那些从父母身边出来就直接投奔到一个好学校
其实我一直特别羡慕那些从父母身边出来就直接投奔到一个好学校,从一个好学校出来就直接投奔到一个好丈夫怀里的女人
从一个好学校出来就直接投奔到一个好丈夫怀里的女人,他们没吃过什么苦
他们没吃过什么苦,也没受过太大委屈
也没受过太大委屈,对社会上的黑暗面看的多
对社会上的黑暗面看的多,经历的少
经历的少,单纯的近乎幼稚
单纯的近乎幼稚,你说的反话吧
你说的反话吧,没有
没有,我是说真的
我是说真的,其实我在想要是我能决定
其实我在想要是我能决定,我希望他们一辈子都别谈恋爱
我希望他们一辈子都别谈恋爱,永远怀着向往跟敬畏的心情
永远怀着向往跟敬畏的心情,停留在美好爱情的憧憬
停留在美好爱情的憧憬,永远都别出来
永远都别出来,不用说想想我已然都这样了
不用说想想我已然都这样了,干脆放过王媛
干脆放过王媛,跟韩文静 有什么事都冲我来吧
跟韩文静 有什么事都冲我来吧,你也不能自暴自弃
你也不能自暴自弃,破罐子破摔吗
破罐子破摔吗,你也觉得我是破罐子
你也觉得我是破罐子,我也觉得我是破罐子
我也觉得我是破罐子,要不咱们改天摔摔吧
要不咱们改天摔摔吧,我是开玩笑的
我是开玩笑的,别玩真的
王媛,你们也在这啊
是 你干嘛 找工作,不是
不是,我过来帮一个朋友递资料
我过来帮一个朋友递资料,他在找工作
你走以后 我们都挺想你得 你最近在哪高就,我在一个公司
如果可以今天就可以签了,不用面试吗
你看这样满意吗,满意满意
明天就来上班,谢谢您刘总
谢谢您刘总,说实话我还是第一次找工作
说实话我还是第一次找工作,遇到不用面试的
我们绝对放心,彭总
我也不知道你哪天回来,不用
不用,其实我也不知道我哪天该回来
你什么意思,就这个意思
你给谁看呢你,我三四天不回来怪谁 怪我吗
我三四天不回来怪谁 怪我吗,还不都是因为你把我电话通讯录全清空了
还不都是因为你把我电话通讯录全清空了,所以我才出差这么长时间
所以我才出差这么长时间,我得一个一个再把我客户找回来
我得一个一个再把我客户找回来,你知道你给我添了多少麻烦吗
找回来了吗,找回来了
找回来了,怎么了
怎么了,你什么意思
你什么意思,还想删是吧
还想删是吧,行
行,拿去 删
拿去 删,接着删
接着删,把它全删了
把它全删了,全删了我也清静了
全删了我也清静了,公司也不用干了
公司也不用干了,大家都散伙
刚才那是怎么回事,我之前在一个朋友的公司工作
我之前在一个朋友的公司工作,他太太就误会我们之间有什么
他太太就误会我们之间有什么,后来我就辞职了
后来我就辞职了,今天我那个朋友又给我介绍了份工作
今天我那个朋友又给我介绍了份工作,所以他太太又误会了
你找到工作了,我放弃了
为什么不去,我就是不想让他帮我
我就是不想让他帮我,本来误会就挺多的了
本来误会就挺多的了,我如果再去他介绍的这份工作
我如果再去他介绍的这份工作,就更说不清了
就更说不清了,王太太
王太太,谢谢你替我解围
谢谢你替我解围,不然我都不知道自己该怎么办了
不然我都不知道自己该怎么办了,太丢人了
你原来在公司是做什么的,销售经理
你听说过合创集团吗,当然听说过
当然听说过,我上大学的时候
我上大学的时候,老师讲案例就是用的合创的
你想没想过去合创工作,我不敢想 他们公司招聘挺严的
我不敢想 他们公司招聘挺严的,而且要求特高
而且要求特高,我估计三年之后可能会有资格去应聘
你有信心能干好吗,如果职位适合的话
如果职位适合的话,我当然有信心了
你感兴趣吗,您是在说笑吗
要是感兴趣就先过来做一段时间试试,王太太你是
等你的好消息,哥们跟你说那事可交给你了
哥们跟你说那事可交给你了,咱说好了来喝一个
咱说好了来喝一个,我跟你说
我跟你说,这事只要你办成了
这事只要你办成了,今晚哥们这100多斤肉交给你了
今晚哥们这100多斤肉交给你了,走哪陪哪
说实话,200来斤
喝酒,你正常人
你正常人,有事要问你
有事要问你,彭永辉给你介绍工作
彭永辉给你介绍工作,为什么不去
为什么不去,他那份工作不适合我
他那份工作不适合我,再说了离开彭永辉我就找不着工作
再说了离开彭永辉我就找不着工作,你干嘛这么看着我
你干嘛这么看着我,我就觉得人活在世上真挺不公平的
我就觉得人活在世上真挺不公平的,胖子那么对你 你估计都比不上彭永辉在你心里的地位
胖子那么对你 你估计都比不上彭永辉在你心里的地位,你怎么可以这样说
你怎么可以这样说,难道我说的不对吗
难道我说的不对吗,你心里要是没什么的话
你心里要是没什么的话,你不就去了吗
你不就去了吗,心里怎么想是一回事儿
心里怎么想是一回事儿,但是该怎么做是另一回事儿
但是该怎么做是另一回事儿,我就是不想看你受委屈
我就是不想看你受委屈,你放心
你放心,我不会自我折磨的
怎么还堵我家门口来了,我这也没办法
我这也没办法,你手机也打不通
你手机也打不通,我只能到这逮你
我说你得有多喜欢那姑娘这么帮他忙活,两码事
两码事,我大话都说出去了
我大话都说出去了,你让我怎么办
你让我怎么办,我给交代那事有眉目没
就是薪酬方面你的要求少点,什么职位
销售经理,又是销售
人才把面试的名额空出来的,我没说不愿意
不行再换人 应该没问题,行
行,把联系方式给我
哥们好几年没干过这种事了,谢谢
谢谢,什么时候面试
后天上午,这么急 我赶紧走
